investor,commit,deal_size,invite,rating,int_rate,covenants,total_fees,fee_share,prior_tier,invite_tier,tier_change,fee_percent,invite_percent
MUFG Union,Commit,1000,130,6,Market,1,75,11.5,Bookrunner,Bookrunner,None,0.15333333333333332,0.13
Bank of America,Commit,1400,310,8,Market,0,144,9.9,Bookrunner,Bookrunner,None,0.06875,0.22142857142857142
Goldman Sachs,Commit,600,130,3,Market,3,90,23.2,Bookrunner,Bookrunner,None,0.2577777777777778,0.21666666666666667
Deutsche Bank,Commit,900,170,3,Market,2,135,8.1,Participant,Bookrunner,Promoted,0.06,0.18888888888888888
Wells Fargo,Commit,600,110,2,Market,3,92,31.6,Bookrunner,Bookrunner,None,0.34347826086956523,0.18333333333333332
Bank of America,Commit,1200,180,1,Market,2,115,12.0,Bookrunner,Bookrunner,None,0.10434782608695652,0.15
Bank of America,Commit,2200,420,8,Market,1,355,28.4,Bookrunner,Bookrunner,None,0.08,0.19090909090909092
Deutsche Bank,Commit,1100,190,8,Above,0,276,16.0,Bookrunner,Bookrunner,None,0.057971014492753624,0.17272727272727273
MUFG Union,Commit,1100,150,4,Market,1,108,11.2,Bookrunner,Bookrunner,None,0.1037037037037037,0.13636363636363635
Deutsche Bank,Commit,1500,200,4,Market,1,97,16.5,Bookrunner,Bookrunner,None,0.17010309278350516,0.13333333333333333
Wells Fargo,Commit,800,80,1,Market,2,76,13.1,Participant,Participant,None,0.1723684210526316,0.1
Goldman Sachs,Commit,1300,220,3,Market,2,333,34.6,Bookrunner,Bookrunner,None,0.1039039039039039,0.16923076923076924
Goldman Sachs,Commit,1100,200,8,Market,0,69,9.5,Bookrunner,Bookrunner,None,0.13768115942028986,0.18181818181818182
Bank of America,Commit,600,90,2,Market,3,92,25.1,Bookrunner,Bookrunner,None,0.2728260869565218,0.15
Bank of America,Commit,700,110,2,Market,1,25,7.3,Bookrunner,Bookrunner,None,0.292,0.15714285714285714
Goldman Sachs,Decline,300,40,3,Below,2,23,1.9,Bookrunner,Bookrunner,None,0.08260869565217391,0.13333333333333333
Goldman Sachs,Commit,1700,330,8,Above,1,300,20.7,Bookrunner,Bookrunner,None,0.06899999999999999,0.19411764705882353
Goldman Sachs,Decline,1200,100,10,Above,0,92,16.2,Bookrunner,Participant,Demoted,0.1760869565217391,0.08333333333333333
Bank of America,Commit,1200,280,3,Market,2,161,49.4,Bookrunner,Bookrunner,None,0.306832298136646,0.23333333333333334
Bank of America,Decline,400,50,1,Below,2,59,4.3,Bookrunner,Participant,Demoted,0.07288135593220339,0.125
Deutsche Bank,Commit,700,90,1,Market,2,70,13.7,Bookrunner,Bookrunner,None,0.1957142857142857,0.12857142857142856
Wells Fargo,Commit,600,110,2,Market,2,74,25.4,Bookrunner,Bookrunner,None,0.34324324324324323,0.18333333333333332
Bank of America,Decline,700,80,3,Above,2,47,4.8,Bookrunner,Participant,Demoted,0.10212765957446808,0.11428571428571428
Bank of America,Commit,1800,260,1,Market,1,65,1.2,Bookrunner,Bookrunner,None,0.01846153846153846,0.14444444444444443
Goldman Sachs,Decline,1500,260,4,Market,0,42,0.5,Bookrunner,Bookrunner,None,0.011904761904761904,0.17333333333333334
Bank of America,Commit,1000,130,1,Market,2,92,13.7,Bookrunner,Bookrunner,None,0.14891304347826087,0.13
Deutsche Bank,Commit,300,60,2,Below,2,26,10.0,Bookrunner,Bookrunner,None,0.38461538461538464,0.2
Goldman Sachs,Decline,800,70,1,Market,2,44,4.4,Bookrunner,Participant,Demoted,0.1,0.0875
Wells Fargo,Commit,800,100,3,Market,2,80,9.0,Participant,Bookrunner,Promoted,0.1125,0.125
Bank of America,Commit,1600,250,3,Market,2,122,1.7,Bookrunner,Bookrunner,None,0.013934426229508197,0.15625
Goldman Sachs,Decline,600,70,1,Market,2,68,4.0,Bookrunner,Bookrunner,None,0.058823529411764705,0.11666666666666667
MUFG Union,Commit,1600,210,5,Market,1,188,21.1,Bookrunner,Bookrunner,None,0.1122340425531915,0.13125
MUFG Union,Commit,700,140,3,Market,2,72,1.6,Bookrunner,Bookrunner,None,0.022222222222222223,0.2
Goldman Sachs,Commit,1100,170,6,Below,1,136,36.6,Bookrunner,Bookrunner,None,0.2691176470588235,0.15454545454545454
Deutsche Bank,Decline,1000,110,1,Above,2,77,3.4,Participant,Participant,None,0.04415584415584416,0.11
MUFG Union,Commit,1300,170,9,Market,0,131,6.6,Bookrunner,Bookrunner,None,0.050381679389312976,0.13076923076923078
Deutsche Bank,Decline,900,130,3,Market,2,121,0.2,Bookrunner,Bookrunner,None,0.0016528925619834713,0.14444444444444443
Goldman Sachs,Commit,1200,240,8,Market,0,98,10.2,Bookrunner,Bookrunner,None,0.10408163265306122,0.2
MUFG Union,Decline,400,30,2,Market,2,24,3.5,Bookrunner,Participant,Demoted,0.14583333333333334,0.075
Deutsche Bank,Commit,400,80,2,Market,2,95,22.5,Participant,Bookrunner,Promoted,0.23684210526315788,0.2
MUFG Union,Commit,400,50,2,Market,2,52,10.7,Bookrunner,Bookrunner,None,0.20576923076923076,0.125
Wells Fargo,Commit,1100,190,3,Below,1,22,6.6,Bookrunner,Bookrunner,None,0.3,0.17272727272727273
MUFG Union,Commit,800,130,3,Above,2,47,0.4,Bookrunner,Bookrunner,None,0.00851063829787234,0.1625
Goldman Sachs,Commit,1200,170,5,Market,1,61,11.1,Participant,Bookrunner,Promoted,0.18196721311475408,0.14166666666666666
Wells Fargo,Commit,1400,240,5,Above,1,195,30.8,Participant,Bookrunner,Promoted,0.15794871794871795,0.17142857142857143
MUFG Union,Commit,1000,140,8,Market,0,120,30.8,Bookrunner,Bookrunner,None,0.25666666666666665,0.14
Deutsche Bank,Decline,900,80,2,Market,2,72,11.3,Bookrunner,Participant,Demoted,0.15694444444444444,0.08888888888888889
Goldman Sachs,Commit,1200,160,9,Market,0,95,0.0,Participant,Bookrunner,Promoted,0.0,0.13333333333333333
MUFG Union,Commit,1400,320,6,Market,1,207,28.8,Bookrunner,Bookrunner,None,0.1391304347826087,0.22857142857142856
Deutsche Bank,Commit,1400,310,10,Market,0,206,24.3,Bookrunner,Bookrunner,None,0.11796116504854369,0.22142857142857142
MUFG Union,Commit,1100,180,4,Market,1,94,24.8,Participant,Bookrunner,Promoted,0.26382978723404255,0.16363636363636364
Deutsche Bank,Commit,2100,380,4,Market,1,111,28.0,Bookrunner,Bookrunner,None,0.25225225225225223,0.18095238095238095
Deutsche Bank,Decline,1400,100,8,Market,0,144,21.0,Bookrunner,Participant,Demoted,0.14583333333333334,0.07142857142857142
Wells Fargo,Commit,600,110,1,Market,2,67,1.9,Bookrunner,Bookrunner,None,0.02835820895522388,0.18333333333333332
MUFG Union,Commit,1500,240,3,Market,3,239,61.9,Participant,Bookrunner,Promoted,0.2589958158995816,0.16
Deutsche Bank,Decline,2100,60,3,Market,2,208,20.8,Bookrunner,Participant,Demoted,0.1,0.02857142857142857
MUFG Union,Commit,500,90,2,Market,2,51,3.4,Bookrunner,Bookrunner,None,0.06666666666666667,0.18
MUFG Union,Commit,1700,250,10,Above,0,218,42.1,Bookrunner,Bookrunner,None,0.19311926605504587,0.14705882352941177
Bank of America,Commit,400,80,4,Market,1,42,16.1,Bookrunner,Bookrunner,None,0.38333333333333336,0.2
Goldman Sachs,Commit,800,120,3,Market,2,55,8.5,Bookrunner,Bookrunner,None,0.15454545454545454,0.15
Bank of America,Commit,600,100,2,Market,2,74,9.5,Bookrunner,Bookrunner,None,0.12837837837837837,0.16666666666666666
Wells Fargo,Decline,900,130,4,Below,1,74,11.8,Bookrunner,Bookrunner,None,0.15945945945945947,0.14444444444444443
MUFG Union,Commit,800,120,2,Market,2,93,18.9,Bookrunner,Bookrunner,None,0.2032258064516129,0.15
Deutsche Bank,Commit,1500,270,10,Market,0,12,3.1,Participant,Bookrunner,Promoted,0.25833333333333336,0.18
Goldman Sachs,Commit,1100,160,9,Market,0,129,32.9,Bookrunner,Bookrunner,None,0.25503875968992246,0.14545454545454545
MUFG Union,Commit,1100,220,8,Market,0,100,16.4,Bookrunner,Bookrunner,None,0.16399999999999998,0.2
Bank of America,Commit,900,150,2,Below,2,83,21.2,Bookrunner,Bookrunner,None,0.25542168674698795,0.16666666666666666
Goldman Sachs,Commit,700,120,3,Market,2,68,7.1,Bookrunner,Bookrunner,None,0.10441176470588234,0.17142857142857143
Deutsche Bank,Decline,1400,290,7,Market,0,50,2.6,Bookrunner,Bookrunner,None,0.052000000000000005,0.20714285714285716
Goldman Sachs,Commit,800,180,3,Market,1,36,14.0,Bookrunner,Bookrunner,None,0.3888888888888889,0.225
MUFG Union,Commit,800,130,2,Market,2,78,2.3,Bookrunner,Bookrunner,None,0.029487179487179487,0.1625
Goldman Sachs,Commit,1200,130,4,Below,1,136,35.2,Bookrunner,Participant,Demoted,0.25882352941176473,0.10833333333333334
Wells Fargo,Commit,200,40,3,Market,2,24,3.0,Bookrunner,Bookrunner,None,0.125,0.2
MUFG Union,Commit,900,230,1,Market,2,93,38.4,Bookrunner,Bookrunner,None,0.4129032258064516,0.25555555555555554
Goldman Sachs,Commit,1100,120,4,Market,1,147,7.4,Participant,Participant,None,0.05034013605442177,0.10909090909090909
Wells Fargo,Commit,900,170,1,Market,2,117,33.5,Bookrunner,Bookrunner,None,0.2863247863247863,0.18888888888888888
Wells Fargo,Commit,700,120,2,Market,2,46,0.8,Bookrunner,Bookrunner,None,0.017391304347826087,0.17142857142857143
Wells Fargo,Commit,500,60,2,Above,1,49,2.2,Bookrunner,Bookrunner,None,0.04489795918367347,0.12
Wells Fargo,Commit,400,60,2,Market,3,64,2.1,Bookrunner,Bookrunner,None,0.0328125,0.15
MUFG Union,Commit,1500,280,3,Market,3,254,33.5,Bookrunner,Bookrunner,None,0.13188976377952755,0.18666666666666668
Bank of America,Commit,400,70,1,Below,2,59,1.5,Participant,Bookrunner,Promoted,0.025423728813559324,0.175
Wells Fargo,Commit,1100,180,7,Market,0,65,18.7,Bookrunner,Bookrunner,None,0.2876923076923077,0.16363636363636364
Bank of America,Commit,1400,240,4,Market,1,177,25.5,Bookrunner,Bookrunner,None,0.1440677966101695,0.17142857142857143
Wells Fargo,Commit,1100,180,4,Market,1,104,27.6,Bookrunner,Bookrunner,None,0.2653846153846154,0.16363636363636364
MUFG Union,Commit,1200,220,1,Above,2,193,48.6,Bookrunner,Bookrunner,None,0.2518134715025907,0.18333333333333332
Deutsche Bank,Decline,1000,70,4,Market,1,56,4.9,Bookrunner,Participant,Demoted,0.08750000000000001,0.07
Deutsche Bank,Decline,1000,110,8,Market,0,24,1.5,Participant,Participant,None,0.0625,0.11
Bank of America,Commit,1300,180,7,Market,0,137,14.2,Bookrunner,Bookrunner,None,0.10364963503649635,0.13846153846153847
Bank of America,Commit,1800,270,8,Market,0,211,8.2,Bookrunner,Bookrunner,None,0.03886255924170616,0.15
Deutsche Bank,Decline,700,100,2,Market,2,87,3.8,Bookrunner,Bookrunner,None,0.04367816091954023,0.14285714285714285
MUFG Union,Commit,1700,360,1,Market,2,107,34.0,Bookrunner,Bookrunner,None,0.3177570093457944,0.21176470588235294
Goldman Sachs,Commit,300,30,2,Market,2,25,3.4,Participant,Participant,None,0.136,0.1
Deutsche Bank,Decline,1200,130,3,Market,2,117,24.9,Bookrunner,Participant,Demoted,0.2128205128205128,0.10833333333333334
MUFG Union,Commit,1200,200,6,Market,0,50,3.0,Bookrunner,Bookrunner,None,0.06,0.16666666666666666
Deutsche Bank,Commit,700,120,3,Market,2,43,9.0,Participant,Bookrunner,Promoted,0.20930232558139536,0.17142857142857143
Bank of America,Commit,1000,170,4,Below,0,41,4.7,Bookrunner,Bookrunner,None,0.11463414634146342,0.17
Wells Fargo,Commit,1500,220,9,Market,0,163,33.1,Bookrunner,Bookrunner,None,0.2030674846625767,0.14666666666666667
Goldman Sachs,Commit,700,110,1,Market,2,36,7.6,Bookrunner,Bookrunner,None,0.2111111111111111,0.15714285714285714
Goldman Sachs,Commit,700,130,3,Market,2,63,5.9,Bookrunner,Bookrunner,None,0.09365079365079365,0.18571428571428572
Goldman Sachs,Commit,1600,360,8,Above,1,277,102.5,Bookrunner,Bookrunner,None,0.3700361010830325,0.225
Bank of America,Commit,1600,200,10,Above,0,123,29.6,Bookrunner,Bookrunner,None,0.24065040650406505,0.125
Goldman Sachs,Commit,1800,340,2,Market,2,143,42.5,Bookrunner,Bookrunner,None,0.2972027972027972,0.18888888888888888
MUFG Union,Commit,1200,210,6,Below,1,133,2.8,Bookrunner,Bookrunner,None,0.021052631578947368,0.175
Goldman Sachs,Commit,700,120,2,Market,2,57,5.9,Bookrunner,Bookrunner,None,0.10350877192982456,0.17142857142857143
Goldman Sachs,Commit,1300,150,10,Market,0,112,13.4,Participant,Participant,None,0.11964285714285715,0.11538461538461539
Goldman Sachs,Commit,800,120,2,Market,2,92,5.5,Bookrunner,Bookrunner,None,0.059782608695652176,0.15
Goldman Sachs,Decline,1000,120,7,Market,1,157,23.1,Bookrunner,Participant,Demoted,0.14713375796178346,0.12
Wells Fargo,Commit,1400,300,5,Below,1,153,28.2,Bookrunner,Bookrunner,None,0.18431372549019606,0.21428571428571427
MUFG Union,Decline,900,100,2,Market,2,92,20.2,Bookrunner,Participant,Demoted,0.21956521739130433,0.1111111111111111
Goldman Sachs,Commit,200,30,2,Market,3,31,3.8,Participant,Bookrunner,Promoted,0.12258064516129032,0.15
MUFG Union,Commit,800,110,2,Market,3,136,31.8,Bookrunner,Bookrunner,None,0.2338235294117647,0.1375
Goldman Sachs,Commit,900,110,4,Below,1,74,6.7,Bookrunner,Bookrunner,None,0.09054054054054055,0.12222222222222222
Goldman Sachs,Commit,1000,120,5,Market,2,173,8.0,Bookrunner,Bookrunner,None,0.046242774566473986,0.12
Bank of America,Decline,200,30,2,Market,2,23,1.3,Bookrunner,Bookrunner,None,0.05652173913043478,0.15
Goldman Sachs,Commit,1000,130,10,Market,1,161,29.9,Bookrunner,Bookrunner,None,0.1857142857142857,0.13
Deutsche Bank,Decline,1000,110,2,Market,2,91,9.9,Bookrunner,Participant,Demoted,0.1087912087912088,0.11
Goldman Sachs,Commit,1500,300,5,Market,1,204,10.2,Bookrunner,Bookrunner,None,0.049999999999999996,0.2
Goldman Sachs,Commit,1000,170,5,Market,1,66,21.6,Bookrunner,Bookrunner,None,0.32727272727272727,0.17
Wells Fargo,Commit,1000,180,5,Market,1,66,16.2,Bookrunner,Bookrunner,None,0.24545454545454545,0.18
Deutsche Bank,Commit,1500,220,6,Above,1,189,36.5,Bookrunner,Bookrunner,None,0.1931216931216931,0.14666666666666667
Goldman Sachs,Commit,700,90,3,Above,2,67,13.3,Bookrunner,Bookrunner,None,0.1985074626865672,0.12857142857142856
Wells Fargo,Commit,1800,240,6,Above,1,131,32.2,Bookrunner,Bookrunner,None,0.24580152671755728,0.13333333333333333
Deutsche Bank,Commit,1300,300,5,Market,1,127,4.4,Participant,Bookrunner,Promoted,0.03464566929133858,0.23076923076923078
Bank of America,Decline,200,20,3,Market,2,17,2.0,Bookrunner,Participant,Demoted,0.11764705882352941,0.1
Wells Fargo,Commit,200,40,2,Market,3,30,7.0,Bookrunner,Bookrunner,None,0.23333333333333334,0.2
MUFG Union,Commit,1000,150,6,Market,1,91,25.1,Bookrunner,Bookrunner,None,0.27582417582417584,0.15
Wells Fargo,Commit,800,70,3,Above,2,116,12.6,Bookrunner,Participant,Demoted,0.10862068965517241,0.0875
Bank of America,Commit,1200,170,1,Above,3,191,42.2,Bookrunner,Bookrunner,None,0.22094240837696336,0.14166666666666666
Bank of America,Commit,200,30,2,Market,1,4,0.8,Bookrunner,Bookrunner,None,0.2,0.15
Deutsche Bank,Decline,1500,160,9,Market,0,163,29.0,Bookrunner,Participant,Demoted,0.17791411042944785,0.10666666666666667
MUFG Union,Commit,400,70,2,Market,2,43,0.6,Bookrunner,Bookrunner,None,0.013953488372093023,0.175
Goldman Sachs,Commit,1300,180,4,Market,1,120,0.6,Participant,Bookrunner,Promoted,0.005,0.13846153846153847
MUFG Union,Commit,800,100,3,Market,2,118,19.6,Participant,Bookrunner,Promoted,0.16610169491525426,0.125
MUFG Union,Commit,1200,140,6,Market,1,73,9.1,Bookrunner,Bookrunner,None,0.12465753424657534,0.11666666666666667
Goldman Sachs,Commit,800,100,2,Market,1,36,0.0,Participant,Bookrunner,Promoted,0.0,0.125
Wells Fargo,Commit,800,110,1,Above,2,61,7.4,Bookrunner,Bookrunner,None,0.12131147540983607,0.1375
Wells Fargo,Commit,1700,360,2,Market,2,207,15.9,Bookrunner,Bookrunner,None,0.07681159420289856,0.21176470588235294
Goldman Sachs,Decline,1400,200,9,Market,0,85,3.1,Bookrunner,Bookrunner,None,0.036470588235294116,0.14285714285714285
Wells Fargo,Commit,1000,110,2,Market,3,154,25.6,Bookrunner,Participant,Demoted,0.16623376623376623,0.11
Bank of America,Decline,600,80,3,Market,2,55,1.7,Bookrunner,Bookrunner,None,0.030909090909090907,0.13333333333333333
Goldman Sachs,Decline,800,90,2,Market,3,131,29.7,Bookrunner,Participant,Demoted,0.2267175572519084,0.1125
Bank of America,Commit,900,140,1,Market,1,21,0.0,Participant,Bookrunner,Promoted,0.0,0.15555555555555556
Deutsche Bank,Commit,1300,220,10,Market,0,160,38.1,Bookrunner,Bookrunner,None,0.238125,0.16923076923076924
Deutsche Bank,Commit,1100,150,2,Market,2,136,29.0,Bookrunner,Bookrunner,None,0.21323529411764705,0.13636363636363635
Wells Fargo,Commit,800,160,2,Market,2,117,30.0,Bookrunner,Bookrunner,None,0.2564102564102564,0.2
Bank of America,Commit,1400,210,7,Below,0,154,38.7,Bookrunner,Bookrunner,None,0.2512987012987013,0.15
Bank of America,Decline,1300,210,5,Market,0,49,1.6,Bookrunner,Bookrunner,None,0.0326530612244898,0.16153846153846155
Bank of America,Decline,1200,130,5,Market,1,97,12.0,Bookrunner,Participant,Demoted,0.12371134020618557,0.10833333333333334
MUFG Union,Commit,1300,140,7,Market,0,181,48.3,Bookrunner,Participant,Demoted,0.26685082872928173,0.1076923076923077
Wells Fargo,Decline,500,40,3,Market,2,55,3.4,Bookrunner,Participant,Demoted,0.061818181818181814,0.08
MUFG Union,Commit,500,50,4,Market,1,57,3.0,Participant,Participant,None,0.05263157894736842,0.1
Deutsche Bank,Decline,600,70,3,Market,3,95,22.7,Bookrunner,Participant,Demoted,0.23894736842105263,0.11666666666666667
Wells Fargo,Commit,1700,230,9,Market,0,150,25.2,Bookrunner,Bookrunner,None,0.16799999999999998,0.13529411764705881
Deutsche Bank,Commit,800,120,4,Market,1,107,15.7,Bookrunner,Bookrunner,None,0.1467289719626168,0.15
Bank of America,Commit,1200,190,10,Market,1,235,51.9,Bookrunner,Bookrunner,None,0.22085106382978723,0.15833333333333333
Bank of America,Commit,800,160,2,Market,1,34,8.8,Bookrunner,Bookrunner,None,0.25882352941176473,0.2
Bank of America,Decline,500,30,3,Market,2,43,6.0,Bookrunner,Participant,Demoted,0.13953488372093023,0.06
Deutsche Bank,Decline,500,30,2,Market,2,43,3.7,Bookrunner,Participant,Demoted,0.08604651162790698,0.06
Deutsche Bank,Commit,1500,200,6,Market,0,44,9.8,Bookrunner,Bookrunner,None,0.22272727272727275,0.13333333333333333
Goldman Sachs,Decline,600,90,4,Market,1,66,2.8,Bookrunner,Bookrunner,None,0.04242424242424242,0.15
Bank of America,Commit,800,120,2,Market,2,66,17.8,Bookrunner,Bookrunner,None,0.2696969696969697,0.15
Goldman Sachs,Commit,200,50,2,Market,2,12,3.1,Bookrunner,Bookrunner,None,0.25833333333333336,0.25
Deutsche Bank,Commit,1100,170,5,Market,0,36,0.0,Participant,Bookrunner,Promoted,0.0,0.15454545454545454
Deutsche Bank,Commit,1300,270,2,Market,2,114,10.0,Bookrunner,Bookrunner,None,0.08771929824561403,0.2076923076923077
Goldman Sachs,Commit,400,80,2,Market,2,58,20.5,Bookrunner,Bookrunner,None,0.35344827586206895,0.2
Deutsche Bank,Commit,1400,390,9,Market,0,199,29.1,Bookrunner,Bookrunner,None,0.14623115577889448,0.2785714285714286
MUFG Union,Decline,1600,110,4,Above,1,92,10.1,Bookrunner,Participant,Demoted,0.10978260869565216,0.06875
MUFG Union,Commit,600,110,3,Market,2,56,16.3,Bookrunner,Bookrunner,None,0.2910714285714286,0.18333333333333332
Bank of America,Decline,300,50,2,Market,2,25,1.1,Bookrunner,Bookrunner,None,0.044000000000000004,0.16666666666666666
MUFG Union,Commit,1800,180,2,Above,2,226,43.8,Bookrunner,Participant,Demoted,0.19380530973451326,0.1
Goldman Sachs,Commit,500,90,3,Below,2,27,7.3,Bookrunner,Bookrunner,None,0.27037037037037037,0.18
Goldman Sachs,Commit,1000,120,4,Market,1,133,6.0,Participant,Participant,None,0.045112781954887216,0.12
Bank of America,Decline,1100,80,9,Market,0,131,19.5,Bookrunner,Participant,Demoted,0.14885496183206107,0.07272727272727272
Wells Fargo,Commit,1700,180,5,Market,1,219,12.7,Participant,Participant,None,0.05799086757990867,0.10588235294117647
Goldman Sachs,Commit,900,200,1,Market,2,74,6.1,Bookrunner,Bookrunner,None,0.08243243243243242,0.2222222222222222
Goldman Sachs,Commit,1700,270,3,Market,2,227,50.2,Bookrunner,Bookrunner,None,0.2211453744493392,0.1588235294117647
MUFG Union,Commit,2300,260,8,Market,0,307,40.8,Bookrunner,Participant,Demoted,0.13289902280130292,0.11304347826086956
Deutsche Bank,Commit,1000,140,3,Market,3,157,40.2,Bookrunner,Bookrunner,None,0.25605095541401274,0.14
Goldman Sachs,Commit,1500,300,4,Market,1,296,41.7,Participant,Bookrunner,Promoted,0.14087837837837838,0.2
Goldman Sachs,Commit,1000,150,10,Market,0,65,9.8,Bookrunner,Bookrunner,None,0.15076923076923077,0.15
Deutsche Bank,Decline,500,50,2,Market,2,43,3.8,Bookrunner,Participant,Demoted,0.08837209302325581,0.1
Wells Fargo,Commit,800,150,3,Market,3,128,31.4,Bookrunner,Bookrunner,None,0.2453125,0.1875
MUFG Union,Commit,600,110,1,Below,2,60,13.3,Bookrunner,Bookrunner,None,0.22166666666666668,0.18333333333333332
Wells Fargo,Commit,1700,240,6,Market,2,296,4.1,Bookrunner,Bookrunner,None,0.01385135135135135,0.1411764705882353
